source_pdf,page,photo_number,filename,label,genus,extra_metadata
Dataset_pieridae.pdf,12,42,images\Dataset_pieridae\042_Dismorphia_lelex_valeria.png,Dismorphia lelex valeria,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,12,43,images\Dataset_pieridae\043_Dismorphia_lelex_valeria.png,Dismorphia lelex valeria,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,12,44,images\Dataset_pieridae\044_Dismorphia_lewyi.png,Dismorphia lewyi,Dismorphia,- -  - - -
Dataset_pieridae.pdf,13,45,images\Dataset_pieridae\045_Dismorphia_lewyi_dolorita.png,Dismorphia lewyi dolorita,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,13,46,images\Dataset_pieridae\046_Dismorphia_lewyi_dolorita.png,Dismorphia lewyi dolorita,Dismorphia,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,13,47,images\Dataset_pieridae\047_Dismorphia_lewyi_dolorita.png,Dismorphia lewyi dolorita,Dismorphia,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,13,48,images\Dataset_pieridae\048_Dismorphia_lewyi_dolorita.png,Dismorphia lewyi dolorita,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,13,49,images\Dataset_pieridae\049_Dismorphia_lewyi_dolorita.png,Dismorphia lewyi dolorita,Dismorphia,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,13,50,images\Dataset_pieridae\050_Dismorphia_lewyi_dolorita.png,Dismorphia lewyi dolorita,Dismorphia,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,13,51,images\Dataset_pieridae\051_Dismorphia_lua_id_ae.png,Dismorphia lua id.ae,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,13,52,images\Dataset_pieridae\052_Dismorphia_lua_id_ae.png,Dismorphia lua id.ae,Dismorphia,- -  - - - | 54
Dataset_pieridae.pdf,13,53,images\Dataset_pieridae\053_Dismorphia_lua_id_ae.png,Dismorphia lua id.ae,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,13,54,images\Dataset_pieridae\054_Dismorphia_lua_id_ae.png,Dismorphia lua id.ae,Dismorphia,Quebrada El Viao Cocorná  Antioquia - | CceE
Dataset_pieridae.pdf,13,55,images\Dataset_pieridae\055_Dismorphia_lua_id_ae.png,Dismorphia lua id.ae,Dismorphia,Reserva natural de las aves Arrierito | Antioqueño (Piha) Anorí  Antioquia - Cce
Dataset_pieridae.pdf,13,56,images\Dataset_pieridae\056_Dismorphia_medora_medora.png,Dismorphia medora medora,Dismorphia,- -  - - -
Dataset_pieridae.pdf,14,57,images\Dataset_pieridae\057_Dismorphia_medora_medora.png,Dismorphia medora medora,Dismorphia,- -  - - -
Dataset_pieridae.pdf,14,58,images\Dataset_pieridae\058_Dismorphia_mirandola_discoloria.png,Dismorphia mirandola discoloria,Dismorphia,- -  - - -
Dataset_pieridae.pdf,14,59,images\Dataset_pieridae\059_Dismorphia_mirandola_discoloria.png,Dismorphia mirandola discoloria,Dismorphia,- -  - - -
Dataset_pieridae.pdf,14,60,images\Dataset_pieridae\060_Dismorphia_mirandola_discoloria.png,Dismorphia mirandola discoloria,Dismorphia,Parcelación El Tambo La Ceja  Antioquia - | Cce
Dataset_pieridae.pdf,14,61,images\Dataset_pieridae\061_Dismorphia_mirandola_discoloria.png,Dismorphia mirandola discoloria,Dismorphia,- -  - - -
Dataset_pieridae.pdf,14,62,images\Dataset_pieridae\062_Dismorphia_sp_x_gris.png,Dismorphia sp x gris,Dismorphia,- -  - - - | 64
Dataset_pieridae.pdf,14,63,images\Dataset_pieridae\063_Dismorphia_sp_x_otra.png,Dismorphia sp x otra,Dismorphia,- -  - - -
Dataset_pieridae.pdf,14,64,images\Dataset_pieridae\064_Dismorphia_thermesia.png,Dismorphia thermesia,Dismorphia,- -  - - - | 66
Dataset_pieridae.pdf,14,65,images\Dataset_pieridae\065_Dismorphia_thermesia.png,Dismorphia thermesia,Dismorphia,- -  - - - | 67
Dataset_pieridae.pdf,14,66,images\Dataset_pieridae\066_Dismorphia_thermesia.png,Dismorphia thermesia,Dismorphia,Río Santodomingo Cocorná  Antioquia - | Cce
Dataset_pieridae.pdf,14,67,images\Dataset_pieridae\067_Dismorphia_thermesia.png,Dismorphia thermesia,Dismorphia,Río Santodomingo Cocorná  Antioquia - | Cce
Dataset_pieridae.pdf,14,68,images\Dataset_pieridae\068_Dismorphia_thermesia.png,Dismorphia thermesia,Dismorphia,Vereda Paso Nivel - Finca Zanzibar | Amagá  Antioquia - Cce
Dataset_pieridae.pdf,15,69,images\Dataset_pieridae\069_Dismorphia_theucharila_avonia.png,Dismorphia theucharila avonia,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,15,70,images\Dataset_pieridae\070_Dismorphia_theucharila_avonia.png,Dismorphia theucharila avonia,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,15,71,images\Dataset_pieridae\071_Dismorphia_theucharila_avonia.png,Dismorphia theucharila avonia,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,15,72,images\Dataset_pieridae\072_Dismorphia_theucharila_avonia.png,Dismorphia theucharila avonia,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,15,73,images\Dataset_pieridae\073_Dismorphia_theucharila_leuconoe.png,Dismorphia theucharila leuconoe,Dismorphia,- -  - - -
Dataset_pieridae.pdf,15,74,images\Dataset_pieridae\074_Dismorphia_theucharila_leuconoe.png,Dismorphia theucharila leuconoe,Dismorphia,Río Pepino Mocoa  Putumayo - CorE
Dataset_pieridae.pdf,15,75,images\Dataset_pieridae\075_Dismorphia_theucharila_leuconoe.png,Dismorphia theucharila leuconoe,Dismorphia,Río Pepino Mocoa  Putumayo - CorE
Dataset_pieridae.pdf,15,76,images\Dataset_pieridae\076_Dismorphia_theucharila_lysionides.png,Dismorphia theucharila lysionides,Dismorphia,- -  - - -
Dataset_pieridae.pdf,15,77,images\Dataset_pieridae\077_Dismorphia_theucharila_lysionides.png,Dismorphia theucharila lysionides,Dismorphia,Vereda Paso Nivel - Finca Zanzibar | Amagá  Antioquia - Cce
Dataset_pieridae.pdf,15,78,images\Dataset_pieridae\078_Dismorphia_theucharila_lysionides.png,Dismorphia theucharila lysionides,Dismorphia,- -  - - - | Mariposas de Colombia - ButterflyBase-JGJ
Dataset_pieridae.pdf,15,79,images\Dataset_pieridae\079_Dismorphia_theucharila_lysionides.png,Dismorphia theucharila lysionides,Dismorphia,- -  - - -
Dataset_pieridae.pdf,15,80,images\Dataset_pieridae\080_Dismorphia_theucharila_lysionides.png,Dismorphia theucharila lysionides,Dismorphia,Vereda Paso Nivel - Finca Zanzibar | Amagá  Antioquia - Cce
Dataset_pieridae.pdf,16,81,images\Dataset_pieridae\081_Dismorphia_theucharila_xanthone.png,Dismorphia theucharila xanthone,Dismorphia,- -  - - - | EC
Dataset_pieridae.pdf,16,82,images\Dataset_pieridae\082_Dismorphia_theucharila_xanthone.png,Dismorphia theucharila xanthone,Dismorphia,- -  - - -
Dataset_pieridae.pdf,16,83,images\Dataset_pieridae\083_Dismorphia_zaela_zaela.png,Dismorphia zaela zaela,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,84,images\Dataset_pieridae\084_Dismorphia_zaela_zaela.png,Dismorphia zaela zaela,Dismorphia,- -  - - -
Dataset_pieridae.pdf,16,85,images\Dataset_pieridae\085_Dismorphia_zaela_zaela.png,Dismorphia zaela zaela,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,86,images\Dataset_pieridae\086_Dismorphia_zaela_zaela.png,Dismorphia zaela zaela,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,87,images\Dataset_pieridae\087_Dismorphia_zaela_zaela.png,Dismorphia zaela zaela,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,88,images\Dataset_pieridae\088_Dismorphia_zaela_zaela.png,Dismorphia zaela zaela,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,89,images\Dataset_pieridae\089_Dismorphia_zathoe_othoe.png,Dismorphia zathoe othoe,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,90,images\Dataset_pieridae\090_Dismorphia_zathoe_othoe.png,Dismorphia zathoe othoe,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,91,images\Dataset_pieridae\091_Dismorphia_zathoe_othoe.png,Dismorphia zathoe othoe,Dismorphia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,16,92,images\Dataset_pieridae\092_Dismorphia_zathoe_zathoe.png,Dismorphia zathoe zathoe,Dismorphia,- -  - - -
Dataset_pieridae.pdf,17,93,images\Dataset_pieridae\093_Enantia_albania_zoraida.png,Enantia albania zoraida,Enantia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,17,94,images\Dataset_pieridae\094_Enantia_albania_zoraida.png,Enantia albania zoraida,Enantia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,17,99,images\Dataset_pieridae\099_Enantia_melite_citrinella.png,Enantia melite citrinella,Enantia,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,17,100,images\Dataset_pieridae\100_Enantia_melite_citrinella.png,Enantia melite citrinella,Enantia,- -  - - -
Dataset_pieridae.pdf,17,101,images\Dataset_pieridae\101_Enantia_melite_citrinella.png,Enantia melite citrinella,Enantia,Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,17,102,images\Dataset_pieridae\102_Lieinix_nemesis_nemesis.png,Lieinix nemesis nemesis,Lieinix,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,17,103,images\Dataset_pieridae\103_Lieinix_nemesis_nemesis.png,Lieinix nemesis nemesis,Lieinix,- -  - - -
Dataset_pieridae.pdf,17,104,images\Dataset_pieridae\104_Lieinix_nemesis_nemesis.png,Lieinix nemesis nemesis,Lieinix,Reserva Las Tangaras El Carmen de | Atrato  Chocó - CocE
Dataset_pieridae.pdf,18,105,images\Dataset_pieridae\105_Lieinix_nemesis_nemesis.png,Lieinix nemesis nemesis,Lieinix,- -  - - -
Dataset_pieridae.pdf,18,106,images\Dataset_pieridae\106_Lieinix_nemesis_nemesis.png,Lieinix nemesis nemesis,Lieinix,Parcelación El Tambo La Ceja  Antioquia - | Cce
Dataset_pieridae.pdf,18,107,images\Dataset_pieridae\107_Lieinix_nemesis_nemesis.png,Lieinix nemesis nemesis,Lieinix,Parcelación El Tambo La Ceja  Antioquia - | Cce
Dataset_pieridae.pdf,18,108,images\Dataset_pieridae\108_Moschoneura_pinthous.png,Moschoneura pinthous,Moschoneura,Municipio de Mitú Mitú  Vaupés - Amz
Dataset_pieridae.pdf,18,109,images\Dataset_pieridae\109_Moschoneura_pinthous.png,Moschoneura pinthous,Moschoneura,Caño Cristales La Macarena  Meta - Amz | 111
Dataset_pieridae.pdf,18,110,images\Dataset_pieridae\110_Moschoneura_pinthous.png,Moschoneura pinthous,Moschoneura,Municipio de Mitú Mitú  Vaupés - Amz | 112
Dataset_pieridae.pdf,18,111,images\Dataset_pieridae\111_Moschoneura_pinthous.png,Moschoneura pinthous,Moschoneura,Varias Guaviare San José del Guaviare | Guaviare - Amz
Dataset_pieridae.pdf,18,112,images\Dataset_pieridae\112_Moschoneura_pinthous.png,Moschoneura pinthous,Moschoneura,Caño Cristales La Macarena  Meta - Amz | 114
Dataset_pieridae.pdf,18,113,images\Dataset_pieridae\113_Moschoneura_pinthous.png,Moschoneura pinthous,Moschoneura,Caño Cristales La Macarena  Meta - Amz | 115
Dataset_pieridae.pdf,18,114,images\Dataset_pieridae\114_Pseudopieris_nehemia.png,Pseudopieris nehemia,Pseudopieris,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,18,115,images\Dataset_pieridae\115_Pseudopieris_nehemia.png,Pseudopieris nehemia,Pseudopieris,- -  - - -
Dataset_pieridae.pdf,18,116,images\Dataset_pieridae\116_Pseudopieris_nehemia.png,Pseudopieris nehemia,Pseudopieris,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,19,117,images\Dataset_pieridae\117_Pseudopieris_nehemia.png,Pseudopieris nehemia,Pseudopieris,Santa María Santa María  Boyacá - CorE
Dataset_pieridae.pdf,19,118,images\Dataset_pieridae\118_Pseudopieris_nehemia.png,Pseudopieris nehemia,Pseudopieris,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,19,119,images\Dataset_pieridae\119_Pseudopieris_nehemia.png,Pseudopieris nehemia,Pseudopieris,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,19,120,images\Dataset_pieridae\120_Pseudopieris_viridula_viridula.png,Pseudopieris viridula viridula,Pseudopieris,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,19,121,images\Dataset_pieridae\121_Pseudopieris_viridula_viridula.png,Pseudopieris viridula viridula,Pseudopieris,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,20,122,images\Dataset_pieridae\122_Anteos_clorinde.png,Anteos clorinde,Anteos,- -  - - - | 124
Dataset_pieridae.pdf,20,123,images\Dataset_pieridae\123_Anteos_clorinde.png,Anteos clorinde,Anteos,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,20,124,images\Dataset_pieridae\124_Anteos_clorinde.png,Anteos clorinde,Anteos,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,20,125,images\Dataset_pieridae\125_Anteos_menippe.png,Anteos menippe,Anteos,- -  - - - | 524 m
Dataset_pieridae.pdf,20,126,images\Dataset_pieridae\126_Anteos_menippe.png,Anteos menippe,Anteos,Reserva Natural Mururito Puerto Gaitán | Meta - Orq
Dataset_pieridae.pdf,20,127,images\Dataset_pieridae\127_Anteos_menippe.png,Anteos menippe,Anteos,Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,20,128,images\Dataset_pieridae\128_Anteos_menippe.png,Anteos menippe,Anteos,Municipio de Mitú Mitú  Vaupés - Amz | 690 m
Dataset_pieridae.pdf,20,129,images\Dataset_pieridae\129_Anteos_menippe.png,Anteos menippe,Anteos,- -  - - - | 200 m
Dataset_pieridae.pdf,21,130,images\Dataset_pieridae\130_Anteos_menippe.png,Anteos menippe,Anteos,Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,21,131,images\Dataset_pieridae\131_Anteos_menippe.png,Anteos menippe,Anteos,690 m | Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,21,132,images\Dataset_pieridae\132_Aphrissa_statira_statira.png,Aphrissa statira statira,Aphrissa,Cañón río Claro - Reserva el Refugio San | Luis  Antioquia - CceE
Dataset_pieridae.pdf,21,133,images\Dataset_pieridae\133_Aphrissa_statira_statira.png,Aphrissa statira statira,Aphrissa,Cañón río Claro - Reserva el Refugio San | Luis  Antioquia - CceE
Dataset_pieridae.pdf,21,134,images\Dataset_pieridae\134_Aphrissa_statira_statira.png,Aphrissa statira statira,Aphrissa,Municipio de Mitú Mitú  Vaupés - Amz | 136
Dataset_pieridae.pdf,21,135,images\Dataset_pieridae\135_Aphrissa_statira_statira.png,Aphrissa statira statira,Aphrissa,Reserva Natural Takarkuna Capurganá - | Sapzurro Acandí  Chocó - -
Dataset_pieridae.pdf,21,136,images\Dataset_pieridae\136_Colias_dimera.png,Colias dimera,Colias,- -  - - -
Dataset_pieridae.pdf,21,137,images\Dataset_pieridae\137_Colias_dimera.png,Colias dimera,Colias,- -  - - - | 139
Dataset_pieridae.pdf,21,138,images\Dataset_pieridae\138_Colias_dimera.png,Colias dimera,Colias,- -  - - - | 140
Dataset_pieridae.pdf,21,139,images\Dataset_pieridae\139_Colias_dimera.png,Colias dimera,Colias,- -  - - -
Dataset_pieridae.pdf,21,140,images\Dataset_pieridae\140_Colias_dimera.png,Colias dimera,Colias,- -  - - -
Dataset_pieridae.pdf,21,141,images\Dataset_pieridae\141_Colias_dimera.png,Colias dimera,Colias,- -  - - -
Dataset_pieridae.pdf,22,142,images\Dataset_pieridae\142_Colias_dimera.png,Colias dimera,Colias,- -  - - -
Dataset_pieridae.pdf,22,143,images\Dataset_pieridae\143_Colias_dimera.png,Colias dimera,Colias,- -  - - - | 145
Dataset_pieridae.pdf,22,144,images\Dataset_pieridae\144_Colias_dimera.png,Colias dimera,Colias,Municipio Jardín - Fundación Colibrí | Jardín  Antioquia - Cce
Dataset_pieridae.pdf,22,145,images\Dataset_pieridae\145_Eurema_albula_albula.png,Eurema albula albula,Eurema,- -  - - -
Dataset_pieridae.pdf,22,146,images\Dataset_pieridae\146_Eurema_albula_marginella.png,Eurema albula marginella,Eurema,- -  - - -
Dataset_pieridae.pdf,22,147,images\Dataset_pieridae\147_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,- -  - - -
Dataset_pieridae.pdf,22,148,images\Dataset_pieridae\148_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,- -  - - -
Dataset_pieridae.pdf,22,149,images\Dataset_pieridae\149_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,22,150,images\Dataset_pieridae\150_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,22,151,images\Dataset_pieridae\151_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,22,152,images\Dataset_pieridae\152_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,22,153,images\Dataset_pieridae\153_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,23,154,images\Dataset_pieridae\154_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,23,155,images\Dataset_pieridae\155_Eurema_arbela_gratiosa.png,Eurema arbela gratiosa,Eurema,Parcelación El Hato San Jerónimo | Antioquia - Cce
Dataset_pieridae.pdf,23,156,images\Dataset_pieridae\156_Eurema_daira_daira.png,Eurema daira daira,Eurema,Guaracu San Jerónimo  Antioquia - CceO | 158
Dataset_pieridae.pdf,23,157,images\Dataset_pieridae\157_Eurema_daira_daira.png,Eurema daira daira,Eurema,Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,23,158,images\Dataset_pieridae\158_Eurema_daira_daira.png,Eurema daira daira,Eurema,690 m | Guaracu San Jerónimo  Antioquia - CceO
